gene,strand,AGR_pos,wt_codon,type,mRNA_CGA,mRNA_CGC,mRNA_CGG,mRNA_CGT,RBS_CGA,RBS_CGC,RBS_CGG,RBS_CGT
ydeM,-1,1105,AGA,remaining AGR,1.0,0.9522,0.9688,0.9092,1.3811,0.0996,1.0347,0.2608
ydeN,-1,1456,AGA,remaining AGR,0.9861,0.9755,0.9567,0.968,0.5688,0.4751,2.4902,0.5034
ydeN,-1,1591,AGA,remaining AGR,0.9902,1.1181,0.9612,1.0492,0.4653,0.3626,2.6271,0.2644
ydeO,-1,418,AGA,remaining AGR,1.0425,1.1602,1.0536,1.0925,0.135,0.135,0.6523,0.135
ydeO,-1,556,AGA,remaining AGR,0.9951,0.9951,0.9951,0.9951,1.0942,1.0942,1.0942,1.0942
ydeO,-1,685,AGA,remaining AGR,0.942,0.942,0.9986,1.0212,1.0755,0.0492,1.8458,0.0492
safA,-1,37,AGA,remaining AGR,1.0,0.9159,0.983,0.9479,1.046,0.1311,1.3017,0.2571
safA,-1,157,AGA,remaining AGR,0.9913,1.24,0.9607,1.1484,2.4796,0.6151,3.1087,0.5125
ydeP,-1,1837,AGG,remaining AGR,0.8618,0.9281,0.9719,0.9209,18.2495,18.2495,21.5755,6.1968
ydeP,-1,2071,AGA,remaining AGR,0.9962,0.949,0.9882,0.9512,1.9642,0.1899,1.9967,0.256
ydeP,-1,2128,AGA,remaining AGR,1.0835,0.9605,1.0758,1.04,0.7115,0.252,1.8115,0.8545
ydeR,-1,334,AGG,remaining AGR,0.877,0.9493,0.9311,0.8892,37.0903,37.0903,20.2074,18.0525
ydeR,-1,427,AGA,remaining AGR,1.0,1.0222,1.0259,1.0851,1.046,0.5101,1.1017,0.1454
ydeS,-1,169,AGA,remaining AGR,1.1424,1.0872,1.1652,1.1194,0.9408,0.5827,1.9642,0.6376
hipA,-1,115,AGA,remaining AGR,1.0007,0.9871,1.1042,0.9515,0.956,2.1492,1.2317,2.1492
hipA,-1,145,AGG,remaining AGR,1.1476,1.0439,1.1091,1.027,0.2044,0.0536,0.7634,0.0501
hipA,-1,250,AGA,remaining AGR,1.0224,1.1598,1.0801,1.0651,2.7125,1.5499,4.1715,0.7378
hipA,-1,370,AGA,remaining AGR,1.0,0.9497,1.0091,0.9351,1.0,1.0,0.5571,0.5989
hipA,-1,424,AGA,remaining AGR,1.1247,0.9938,1.1029,0.9751,0.8353,0.1889,0.875,0.1689
hipA,-1,484,AGA,remaining AGR,0.9769,1.0033,0.9769,0.9769,0.955,0.8889,3.7811,0.8889
hipA,-1,562,AGG,remaining AGR,0.9831,1.0145,1.0772,1.0563,0.427,0.2362,0.954,0.1314
hipA,-1,712,AGG,remaining AGR,1.0057,1.0158,1.007,0.9941,1.3248,1.3248,1.31,1.0848
hipA,-1,1144,AGA,remaining AGR,0.974,1.0925,1.0057,0.9807,0.0174,0.0179,0.7112,0.0149
hipA,-1,1189,AGA,remaining AGR,0.9521,1.005,1.0264,0.9393,1.0,1.0,0.0081,1.0
hipA,-1,1282,AGG,remaining AGR,1.0427,1.1247,1.0082,0.9733,6.5489,6.5489,6.5489,6.5489
lsrK,-1,343,AGA,remaining AGR,0.981,1.0401,1.0921,1.0425,1.5158,0.9314,4.3611,0.9574
lsrK,-1,448,AGA,remaining AGR,0.9526,0.9361,0.9616,0.9343,1.0,1.0866,7.5776,2.0595
lsrK,-1,1093,AGA,remaining AGR,0.9988,0.982,1.1021,0.9619,1.0,0.6977,0.3715,1.0
lsrA,1,229,AGA,remaining AGR,1.0112,1.0293,1.077,1.0112,0.8541,0.3209,0.5866,0.5514
lsrA,1,838,AGG,remaining AGR,0.8655,0.9151,0.9146,0.8608,0.5085,0.4475,0.5085,0.5085
lsrC,1,385,AGA,remaining AGR,0.9586,0.9976,1.0673,0.9586,1.8095,0.2859,1.2069,0.1434
lsrB,1,331,AGA,remaining AGR,0.9605,0.9434,0.9736,0.9534,0.4184,0.4184,0.4184,0.4184
lsrF,1,304,AGG,remaining AGR,0.9989,1.0284,1.0,1.0088,4.0426,2.9501,4.4233,4.4233
tam,1,76,AGA,remaining AGR,0.9929,1.0024,1.0593,1.0157,2.3245,0.8597,0.0384,1.9082
tam,1,169,AGG,remaining AGR,0.9408,1.0,0.9455,0.955,0.1158,0.0897,0.5827,0.0626
yneE,-1,331,AGG,remaining AGR,1.0126,0.9774,1.0377,0.9882,4.1906,4.0789,0.3427,3.257
sad,-1,1216,AGA,remaining AGR,1.0486,1.1152,1.0486,1.0677,3.2224,0.4897,3.651,1.6505
yneJ,1,865,AGA,remaining AGR,1.0324,1.0738,1.1358,1.0854,0.8153,0.3168,3.6882,0.8153
yneK,1,211,AGG,remaining AGR,0.9909,0.9282,0.9899,0.9688,0.1559,0.0859,0.8527,0.094
yneK,1,280,AGG,remaining AGR,0.837,0.8032,0.8907,0.8032,53.091,53.091,1.6354,53.091
yneK,1,289,AGA,remaining AGR,1.084,1.0421,1.2157,1.054,1.0,0.8353,2.4598,1.0942
yneK,1,511,AGA,remaining AGR,1.0318,0.9045,1.1645,0.9947,1.046,0.2059,1.1635,0.1484
yneK,1,661,AGA,remaining AGR,0.9527,0.9773,1.1627,1.0434,0.8599,1.4994,7.5776,1.0988
yneK,1,976,AGG,remaining AGR,0.8772,0.8825,0.8772,0.8932,0.1487,0.0358,0.7985,0.088
yneK,1,1045,AGG,remaining AGR,0.8832,0.8692,0.9509,0.9343,0.3421,0.1978,0.7809,0.2322
yneK,1,1063,AGA,remaining AGR,0.9841,0.9955,1.1065,0.9795,0.9408,0.5827,2.3516,0.6376
marR,1,256,AGG,remaining AGR,0.9367,0.9731,0.9578,0.9545,1.2497,1.5746,0.6823,1.4389
ydeE,1,1159,AGA,remaining AGR,0.9973,1.0087,1.0044,0.9973,0.7224,0.1725,0.4599,0.1899
dgcZ,-1,106,AGA,remaining AGR,1.0697,1.0992,1.1015,1.1551,0.0588,1.0942,0.0474,2.1492
dgcZ,-1,682,AGA,remaining AGR,1.0095,1.0876,1.0659,1.0485,1.0,1.0,1.0,1.0
dgcZ,-1,802,AGA,remaining AGR,1.0461,1.074,1.0461,1.1871,0.455,0.3961,0.1755,0.3815
dgcZ,-1,841,AGA,remaining AGR,1.0,1.0935,1.0492,1.1347,0.4653,0.4448,2.3516,0.8737
ydeJ,1,79,AGA,remaining AGR,1.0,0.889,0.9778,0.8865,0.3357,0.0633,0.8144,0.1626
ydeJ,1,481,AGG,remaining AGR,0.9524,0.9344,0.9634,0.9303,90.3146,90.3146,90.3146,90.3146
dcp,-1,1948,AGA,remaining AGR,0.9724,1.086,0.9539,1.0522,1.046,0.0556,0.6977,0.0979
ydfI,-1,67,AGA,remaining AGR,1.0642,0.9831,1.0491,1.0051,1.0,0.6669,0.0491,0.935
ydfI,-1,1387,AGA,remaining AGR,1.0266,1.0169,1.1291,1.009,1.0553,1.0553,0.0379,1.0553
rspB,-1,226,AGA,remaining AGR,0.9749,0.9985,1.0378,0.9885,1.31,0.3404,2.6915,1.1972
ynfC,-1,316,AGA,remaining AGR,1.101,1.1015,1.1541,1.1514,0.3246,0.0183,0.4065,0.0128
ynfE,1,37,AGA,remaining AGR,0.9754,0.9795,1.0014,0.9686,0.7985,0.4323,5.6215,0.6196
ynfE,1,1942,AGG,remaining AGR,1.0054,0.9656,1.0143,0.9627,0.4065,0.4065,0.4065,0.4065
ynfE,1,2047,AGA,remaining AGR,0.9885,1.063,1.1008,0.9885,1.046,0.5663,2.1171,0.6196
ynfF,1,49,AGA,remaining AGR,1.0279,1.0231,1.1497,1.0425,0.1979,0.1808,0.0353,0.2212
ynfF,1,340,AGG,remaining AGR,0.8847,0.905,1.0188,1.0282,65.7735,88.1887,79.6886,88.1887
ynfK,-1,682,AGA,remaining AGR,1.0261,1.1795,1.0588,1.1244,0.4269,0.094,0.4941,0.1347
ynfL,-1,256,AGG,remaining AGR,0.9727,1.0055,1.0193,0.9727,0.3134,0.1681,0.8353,0.0496
ynfL,-1,889,AGG,remaining AGR,0.9565,1.0308,0.9806,0.9843,0.501,0.501,0.6515,0.501
ydgD,1,82,AGA,remaining AGR,1.1229,1.0775,1.0401,1.0372,1.31,1.31,2.5311,1.31
folM,1,364,AGA,remaining AGR,1.0,1.0883,1.0265,1.0412,1.1262,0.1555,2.0216,0.4
rstA,1,628,AGA,remaining AGR,1.0256,1.0861,1.0177,1.033,0.4378,0.1965,2.6915,0.2227
rstB,1,1045,AGA,remaining AGR,1.1098,1.1098,1.1517,1.1517,1.046,0.3385,1.2731,0.3385
tus,1,628,AGA,remaining AGR,1.029,1.0515,1.0386,0.9968,1.023,0.8992,27.4467,1.0723
ydgA,1,550,AGA,remaining AGR,1.0248,1.132,1.1006,1.0568,1.046,0.83,3.8335,0.7572
uidC,-1,106,AGA,remaining AGR,0.9643,1.0743,1.0295,1.0336,1.0835,0.7252,1.9821,0.6378
uidC,-1,127,AGG,remaining AGR,1.0155,1.0352,1.0183,0.9514,0.0964,0.0942,0.3907,0.0636
uidC,-1,157,AGA,remaining AGR,0.9536,0.9617,0.9613,0.9613,1.4206,0.1822,3.029,0.6097
uidB,-1,868,AGG,remaining AGR,1.0474,0.9815,1.0527,1.0079,0.266,0.266,0.956,0.266
uidR,-1,61,AGA,remaining AGR,1.0097,1.1828,1.1335,1.085,0.8537,0.595,4.1203,0.5194
uidR,-1,205,AGG,remaining AGR,0.9153,0.9275,1.0907,0.9153,2.4164,2.4958,0.8268,4.283
hdhA,-1,511,AGA,remaining AGR,0.965,1.0474,0.9892,1.004,3.2224,1.289,4.3499,2.6376
hdhA,-1,646,AGA,remaining AGR,1.0,1.0,1.1363,1.0027,10.5673,0.6582,17.9466,2.4747
rsxC,1,1606,AGA,remaining AGR,1.0,1.0606,1.212,1.0467,1.046,0.3126,0.5414,0.2027
rsxE,1,625,AGA,remaining AGR,1.0025,1.0472,1.0451,1.0,1.0,0.7434,1.0,0.978
gstA,1,448,AGA,remaining AGR,0.9685,1.0082,1.0922,1.0426,0.4967,0.387,1.5006,0.409
anmK,-1,265,AGA,remaining AGR,0.9494,1.0722,0.9942,0.9955,1.046,0.3164,1.2627,0.2718
ydhK,1,43,AGG,remaining AGR,0.8648,0.8909,0.9215,0.9001,0.5831,0.0989,0.5305,0.0851
ydhK,1,1027,AGA,remaining AGR,1.1727,1.2168,1.1727,1.1727,0.3994,0.2684,9.2125,0.9456
lhr,1,1348,AGG,remaining AGR,1.0418,1.0119,1.0277,1.1549,0.2219,0.1548,0.7985,0.3809
lhr,1,1489,AGA,remaining AGR,0.994,1.0482,1.1266,1.0814,1.2497,1.2497,0.0098,0.7126
lhr,1,1579,AGG,remaining AGR,1.0016,1.05,1.0644,1.0001,0.0382,0.0547,0.0016,0.0478
lhr,1,2119,AGA,remaining AGR,0.9929,1.077,1.0193,1.0127,0.2322,0.2257,0.5712,0.2541
lhr,1,2797,AGA,remaining AGR,1.0734,1.0962,1.1216,1.0702,1.1985,0.7416,10.7874,1.1985
lhr,1,2800,AGA,remaining AGR,1.0044,1.1857,1.0859,1.1212,1.046,0.1965,1.9216,0.1839
lhr,1,2995,AGG,remaining AGR,0.89,0.8711,0.9632,0.9178,1.2079,0.9645,0.8737,1.1016
lhr,1,3055,AGA,remaining AGR,1.0,0.9681,1.0083,0.9397,1.046,0.2206,0.7313,0.1202
lhr,1,3277,AGA,remaining AGR,0.9675,1.0328,1.1047,0.9998,1.046,0.3004,1.4898,0.2943
lhr,1,4012,AGG,remaining AGR,0.9317,0.9176,1.0,0.9676,172.5818,57.5096,93.9777,131.5415
mepH,1,94,AGG,remaining AGR,0.9268,1.0933,0.9693,1.1178,0.081,0.0656,0.4332,0.0471
ydhP,-1,1132,AGA,remaining AGR,1.0165,1.2045,1.0165,1.1324,1.2727,0.6917,2.252,0.6995
ydhB,-1,307,AGG,remaining AGR,1.0663,1.1459,1.0663,1.0808,0.356,0.311,0.7985,0.2973
ydhB,-1,652,AGA,remaining AGR,1.0421,1.0434,1.1843,1.0394,0.4065,3.3365,0.6151,0.1224
ydhQ,-1,118,AGA,remaining AGR,1.0045,0.9904,1.0382,1.1216,1.0,0.5326,17.6902,1.3703
ydhS,1,856,AGA,remaining AGR,1.0,1.0828,1.0016,0.9951,1.0,0.9176,1.0,0.8992
ydhT,-1,244,AGA,remaining AGR,1.0479,1.0414,1.1675,1.0975,0.3396,0.6977,0.4867,0.4448
ydhT,-1,313,AGA,remaining AGR,1.0082,1.0116,1.0204,1.0121,1.046,0.4232,4.8456,0.6468
ydhT,-1,583,AGA,remaining AGR,0.9919,0.9874,0.9951,1.0138,1.0,0.7224,0.028,1.023
ydhT,-1,718,AGA,remaining AGR,1.0195,1.0584,1.0243,1.0146,0.6095,0.0189,0.6196,0.0189
ydhU,-1,220,AGA,remaining AGR,0.9707,1.0499,0.9874,1.0173,1.7161,1.7161,1.5747,1.7161
ydhZ,-1,46,AGA,remaining AGR,0.9758,1.0618,0.9758,0.9772,0.0642,0.151,0.002,0.0963
sufE,-1,124,AGA,remaining AGR,0.9544,0.9969,0.9544,0.9544,1.2325,1.0,21.3341,1.0
ydiL,1,172,AGA,remaining AGR,0.9703,1.1031,1.0506,1.0039,0.5482,0.2967,3.3707,0.3246
ydiM,1,1078,AGA,remaining AGR,0.9903,1.0009,1.0968,0.9816,1.046,0.5091,0.0545,1.4994
ydiF,1,1543,AGA,remaining AGR,0.9825,0.9825,0.9825,0.9825,0.4453,0.4979,1.5114,0.5448
ydiP,-1,163,AGG,remaining AGR,0.9781,1.0,1.0,0.9945,0.2167,0.1808,0.3886,0.1979
ydiP,-1,229,AGG,remaining AGR,0.8487,0.952,0.9337,0.8748,0.2165,0.1987,0.3555,0.1987
ydiP,-1,838,AGA,remaining AGR,1.0121,1.0693,1.0277,1.0453,0.9842,0.6095,2.4598,0.6669
fadK,1,1594,AGA,remaining AGR,1.0,1.082,0.9849,1.0109,0.4545,0.3723,2.6915,0.3601
ppsA,-1,67,AGG,remaining AGR,1.0259,1.001,1.0293,0.9565,15.0576,13.1559,15.0576,13.6088
ppsR,1,700,AGG,remaining AGR,0.9717,1.0698,1.0385,0.9717,1.178,0.8746,1.0,1.31
aroH,1,121,AGA,remaining AGR,0.8921,0.8927,0.9458,1.0106,1.0,0.7298,0.047,1.0
ydiU,-1,1369,AGA,remaining AGR,0.9964,1.0243,1.0578,1.0063,0.7233,0.4653,1.5546,0.9176
ydiV,-1,55,AGA,remaining AGR,0.8514,0.8514,0.9937,0.8514,1.046,0.1909,0.5059,0.2048
ydiV,-1,289,AGG,remaining AGR,1.0687,1.0687,1.1163,1.2642,0.2923,0.0814,0.3869,0.0807
nlpC,-1,79,AGA,remaining AGR,0.9545,0.9598,0.9898,0.9596,2.4778,1.5339,6.19,1.6783
nlpC,-1,454,AGA,remaining AGR,0.958,0.969,0.9363,0.9491,0.3912,0.1373,0.9991,0.3238
btuD,-1,649,AGG,remaining AGR,1.0901,1.0901,1.0901,1.0901,0.064,0.0584,0.1062,0.0584
btuD,-1,727,AGA,remaining AGR,0.9437,0.9437,0.972,0.9437,1.9642,1.9642,1.9642,1.9642
btuC,-1,625,AGG,remaining AGR,0.9226,0.965,1.0236,0.9187,0.4065,0.4065,0.4653,0.4065
ihfA,-1,244,AGA,remaining AGR,1.0224,0.9881,1.0,0.9455,0.4653,0.2755,0.9431,0.4653
infC,-1,118,AGA,remaining AGR,0.9944,0.9997,1.0295,0.9944,1.8777,0.6411,2.3303,0.5825
ydiZ,1,196,AGA,remaining AGR,1.0498,1.0742,1.1798,1.135,3.1589,1.5573,3.8335,0.8148
ydiZ,1,283,AGA,remaining AGR,1.0934,0.9844,1.0739,1.0006,0.718,0.3396,2.8678,0.5897
yniA,1,145,AGG,remaining AGR,0.9498,0.9991,0.992,0.9501,0.7489,0.1371,0.661,0.1408
yniA,1,796,AGG,remaining AGR,1.0421,1.0877,1.0473,1.0161,0.1674,0.1212,0.7006,0.2554
yniA,1,844,AGA,remaining AGR,0.982,1.0644,0.9714,0.9837,1.0,0.2566,1.6259,0.7557
yniB,-1,40,AGG,remaining AGR,1.0,1.0,1.0,1.0567,16.5153,10.9803,0.7985,12.0889
ydjO,-1,79,AGG,remaining AGR,0.944,0.8363,0.9104,0.9179,0.1799,0.3533,0.6669,0.3866
ydjO,-1,265,AGA,remaining AGR,0.9848,0.9848,0.9848,0.9848,1.046,0.2256,1.07,0.1979
ydjO,-1,307,AGA,remaining AGR,1.004,0.9833,0.996,1.0528,0.9139,0.1653,0.5571,0.158
ydjO,-1,394,AGG,remaining AGR,0.998,0.942,0.9851,0.9678,5.27,5.27,0.2711,5.27
ydjO,-1,415,AGG,remaining AGR,0.8822,0.8714,0.9783,0.8982,0.0604,0.0327,0.3246,0.0358
ydjO,-1,613,AGA,remaining AGR,1.0244,0.9613,1.0118,0.9811,0.7263,0.7272,1.6678,0.7145
katE,1,1834,AGA,remaining AGR,0.9015,0.8554,0.9169,0.8679,0.2943,0.2943,0.1836,0.2943
chbG,-1,418,AGG,remaining AGR,0.8972,0.9665,0.9073,0.9119,30.9057,19.7055,0.9774,30.9057
nadE,1,745,AGA,remaining AGR,0.785,0.7467,0.9349,0.7795,0.7168,0.2032,18.5085,0.4223
cho,1,445,AGG,remaining AGR,0.8636,0.8903,1.018,0.9358,11.9925,7.4843,1.3975,8.3565
ves,-1,169,AGG,remaining AGR,1.0106,1.0106,1.0607,1.022,0.2416,0.2416,0.4146,0.2416
ves,-1,358,AGA,remaining AGR,0.9874,1.0168,0.9986,0.9916,0.7546,0.8218,0.0066,0.8188
ves,-1,484,AGG,remaining AGR,0.9552,0.9854,1.1092,0.9462,2.6423,2.0846,2.5288,1.4941
astE,-1,598,AGA,remaining AGR,0.9326,0.9683,0.9296,0.9195,4.8315,1.6783,9.4062,5.2866
astE,-1,733,AGA,remaining AGR,1.0728,0.9648,1.0541,0.9975,0.0576,0.0187,0.102,0.0179
xthA,1,40,AGA,remaining AGR,1.0134,1.0134,1.131,1.0134,0.9408,0.4606,1.3433,0.5622
xthA,1,565,AGG,remaining AGR,1.0685,1.0272,1.1028,0.9955,1.8024,1.1733,1.0723,1.5051
ydjZ,1,352,AGA,remaining AGR,0.8903,0.8974,0.9169,0.8769,0.207,0.1808,0.0041,0.132
ynjB,1,1069,AGA,remaining AGR,1.0261,1.1104,1.0449,1.0247,29.1937,13.0225,0.9654,26.8971
ynjF,-1,184,AGG,remaining AGR,0.9424,1.0067,0.9882,1.0755,0.742,0.742,1.0942,0.4672
ynjF,-1,223,AGA,remaining AGR,0.9831,0.9488,0.9699,0.9488,1.068,0.9761,4.0198,0.681
nudG,1,394,AGA,remaining AGR,1.0,1.0168,1.1843,1.0,2.3375,3.4515,3.59,3.4515
ynjI,-1,199,AGA,remaining AGR,1.0183,1.0872,0.9944,1.0218,1.046,0.1758,0.7854,0.1604
ynjI,-1,490,AGA,remaining AGR,0.976,0.8756,0.9541,0.9568,2.0502,63.3323,2.6858,42.8153
ynjI,-1,910,AGA,remaining AGR,0.9209,0.9863,0.9343,0.9612,0.4024,0.3149,2.2827,0.2861
ynjI,-1,1000,AGA,remaining AGR,1.0063,1.0063,1.1937,1.0159,0.2257,14.4563,0.1574,14.2434
sppA,1,1399,AGG,remaining AGR,0.9942,0.9726,1.0086,0.9702,1.3488,0.2036,0.6722,0.1927
ydjE,-1,262,AGG,remaining AGR,1.0325,1.0188,1.024,1.0291,0.6653,0.0998,0.6562,0.0557
ydjE,-1,676,AGA,remaining AGR,1.1934,1.1575,1.4432,1.1396,0.3972,0.3314,2.0977,0.2417
ydjF,-1,151,AGA,remaining AGR,0.9445,1.0148,0.9476,0.9598,3.6882,2.4164,6.368,1.6001
ydjF,-1,463,AGA,remaining AGR,0.9907,1.0132,0.9982,0.9963,1.0,0.8353,3.3707,1.4334
ydjF,-1,484,AGG,remaining AGR,0.8971,0.9967,1.0664,0.9037,0.5635,0.3014,1.3813,0.2355
ydjG,-1,952,AGG,remaining AGR,1.0223,1.0122,1.0265,1.0714,0.0006,0.0491,0.0737,0.0491
ydjH,-1,103,AGA,remaining AGR,0.9419,1.1709,0.9957,1.0648,0.8086,0.6295,3.8579,0.9189
ydjK,-1,262,AGA,remaining AGR,0.9695,0.9897,0.9866,0.9641,6.6206,6.6206,6.6206,6.6206
ydjL,-1,937,AGG,remaining AGR,0.8974,0.9136,1.0,0.8902,3.9872,2.5111,3.2896,2.7476
yeaG,1,175,AGA,remaining AGR,1.0,1.0501,1.0721,1.0166,0.6564,0.5827,2.3516,0.4177
yeaG,1,1690,AGA,remaining AGR,0.9982,1.135,0.9895,1.0812,1.046,0.0799,0.9291,0.188
yeaH,1,844,AGA,remaining AGR,0.8977,0.9315,0.9041,0.8973,1.0266,0.9973,9.4643,0.9973
yeaI,1,1321,AGA,remaining AGR,1.0316,1.0,1.05,1.0775,1.9466,1.9466,0.0606,1.9466
yeaJ,1,97,AGA,remaining AGR,0.9574,0.9574,1.0787,0.9574,1.0,0.1441,2.8154,1.1028
yeaM,-1,361,AGG,remaining AGR,0.7867,0.9317,0.8662,0.8547,0.1242,0.0627,0.6095,0.094
yeaM,-1,397,AGA,remaining AGR,0.9047,0.9251,1.0027,0.8983,0.8097,0.3017,3.0036,0.4598
yeaM,-1,772,AGA,remaining AGR,1.0428,1.0964,1.157,1.0428,0.3492,0.207,0.6083,0.2265
yeaN,1,34,AGG,remaining AGR,0.9813,1.0262,0.9813,0.9813,0.4013,15.1255,1.0,0.4013
yeaN,1,406,AGA,remaining AGR,0.9952,1.0438,1.0547,1.0214,0.7256,4.5094,1.9739,3.8772
yeaN,1,1162,AGA,remaining AGR,1.0272,1.101,1.0078,1.0194,0.3338,0.0913,0.4065,0.2142
yeaQ,-1,232,AGG,remaining AGR,1.0,1.0028,1.0,1.0,0.0942,0.0899,0.5827,0.1231
dmlR,-1,829,AGG,remaining AGR,0.8855,0.9038,1.045,0.9084,0.1724,0.094,0.2733,0.0221
dmlA,1,397,AGG,remaining AGR,0.9393,0.9894,0.9839,1.0583,0.3592,0.1112,0.2808,0.018
dmlA,1,436,AGA,remaining AGR,1.0308,1.0329,1.0134,0.9778,0.7634,0.3886,0.7634,0.3886
yeaX,1,337,AGA,remaining AGR,1.096,1.1891,1.096,1.1387,0.9765,0.7331,6.0588,1.1497
yeaX,1,619,AGA,remaining AGR,1.0108,1.0464,1.0286,1.0108,0.5412,0.5412,0.5412,0.4606
rnd,-1,424,AGA,remaining AGR,1.0,1.0,1.0311,1.0586,10.4147,4.8638,9.6658,5.1702
yeaY,-1,256,AGA,remaining AGR,1.0213,1.0362,1.0064,1.021,2.5276,1.3344,0.3035,0.6523
yeaY,-1,556,AGA,remaining AGR,1.0,0.9717,1.0793,0.9717,1.2312,0.2537,0.4307,0.2128
yoaA,-1,1906,AGG,remaining AGR,0.9728,0.9523,0.9966,0.9489,0.2184,0.1594,0.8353,0.1891
yoaD,1,1396,AGA,remaining AGR,0.9974,0.9999,1.0189,1.0129,0.4887,0.2516,1.1354,0.3073
rlmA,-1,235,AGG,remaining AGR,1.0161,1.0288,1.0395,1.0121,0.2316,0.0501,0.1819,0.0329
yobH,1,136,AGA,remaining AGR,1.039,1.0,1.0216,1.0043,1.046,0.1758,0.5663,0.1604
yebQ,1,418,AGA,remaining AGR,0.9912,0.9782,0.9863,0.9522,0.3715,0.5879,0.0362,0.5879
yebQ,1,1366,AGG,remaining AGR,0.8946,0.8929,1.0165,0.9537,0.591,0.1153,0.6561,0.1186
htpX,-1,220,AGG,remaining AGR,1.0,1.1432,1.0287,1.0722,0.1197,0.0919,0.0997,0.0326
prc,-1,2017,AGA,remaining AGR,1.0026,1.0119,0.9974,0.976,0.956,0.5827,4.2754,0.6376
yebS,1,49,AGG,remaining AGR,0.9864,0.9864,1.2109,0.9864,0.0611,0.0115,0.1144,0.0293
yebS,1,676,AGG,remaining AGR,0.9918,0.9702,0.9922,0.9606,0.1676,0.0018,0.2478,0.0461
yebT,1,1789,AGA,remaining AGR,1.0029,0.9345,0.9823,0.9227,1.1972,0.1558,1.6713,0.1697
pphA,-1,229,AGA,remaining AGR,0.9905,1.0058,1.0109,0.9786,1.046,0.0672,0.7833,0.1294
yobB,1,88,AGG,remaining AGR,0.9622,0.9622,1.0441,1.0033,0.4628,0.0746,0.0571,0.0416
yobB,1,100,AGG,remaining AGR,1.027,1.0093,1.0292,1.0203,1.3072,1.5721,0.8737,2.1543
yobB,1,364,AGA,remaining AGR,0.956,0.956,1.0232,1.006,0.7664,0.3043,2.7512,0.2155
yebK,1,559,AGA,remaining AGR,1.0004,1.0186,1.0032,1.0228,1.0,0.8353,3.3707,1.4334
yebK,1,787,AGA,remaining AGR,1.009,1.0829,1.0125,1.0371,0.8984,0.5525,1.2717,0.5599
lpxM,-1,559,AGA,remaining AGR,1.039,1.0302,1.1431,1.0307,9.3614,9.3614,0.2805,4.7661
mepM,-1,601,AGA,remaining AGR,1.0436,1.0648,1.0436,1.0365,0.7298,2.1492,73.1806,0.7115
mepM,-1,943,AGA,remaining AGR,0.9974,1.0701,1.0407,1.0438,0.5326,5.0415,0.4102,0.1124
znuA,-1,724,AGA,remaining AGR,1.003,0.9719,1.0016,0.9977,0.7985,0.5827,3.5402,0.9189
ruvC,-1,70,AGG,remaining AGR,0.9409,0.9352,0.9638,0.9371,0.956,1.2524,1.3855,1.7951
ruvC,-1,505,AGA,remaining AGR,1.0172,1.0862,1.0876,1.0214,0.476,0.0448,0.8157,0.0878
yebC,-1,31,AGA,AGR in first 30,0.9703,1.0485,1.0068,0.975,0.9806,0.8385,2.3086,0.9174
cmoA,1,40,AGA,remaining AGR,1.0911,1.0911,1.0911,1.0911,0.0061,0.0061,0.3241,0.0061
torZ,-1,271,AGA,remaining AGR,0.9389,0.9406,0.9652,0.9652,0.1761,0.1748,1.5925,0.346
cutC,-1,70,AGA,remaining AGR,1.0181,1.112,1.0551,1.0721,1.0,0.6376,1.0,0.8335
yecT,1,313,AGG,remaining AGR,0.9372,0.9915,0.9567,0.9223,0.1967,0.0535,0.2473,0.0486
yecT,1,481,AGA,remaining AGR,0.9823,0.9962,1.0226,1.0502,1.0,0.2818,0.9718,0.195
tar,-1,280,AGG,remaining AGR,0.8844,0.8844,0.8844,0.9252,0.1653,0.1071,1.1159,0.2254
motB,-1,484,AGA,remaining AGR,1.0758,1.0806,1.0831,1.022,1.023,0.3407,4.5955,0.5318
flhC,-1,505,AGA,remaining AGR,1.1355,1.3504,1.4018,1.2196,0.822,0.4579,1.4334,0.479
flhC,-1,562,AGA,remaining AGR,1.0877,1.0796,1.1539,1.0954,0.2858,0.0706,0.6373,0.0541
uspC,1,82,AGG,remaining AGR,0.9439,0.926,1.0,0.9731,0.1723,0.1726,0.7985,0.1298
uspC,1,373,AGA,remaining AGR,0.9708,0.9839,0.9866,0.9259,1.0,0.6376,0.8808,1.0
otsB,-1,511,AGA,remaining AGR,1.0,0.958,0.9766,0.9595,0.8353,0.4448,2.1492,0.6376
otsB,-1,751,AGA,remaining AGR,1.0,1.0497,1.0152,1.0499,1.046,0.3226,1.4898,0.2609
tyrP,1,1078,AGA,remaining AGR,1.0412,1.0861,1.0904,1.0349,0.6557,0.4867,4.0367,0.6142
uvrC,-1,1051,AGG,remaining AGR,0.8641,0.9191,0.9159,0.9547,0.2131,0.0822,0.2282,0.0632
sdiA,-1,55,AGG,remaining AGR,1.0472,1.1291,1.0502,1.0897,0.0709,1.3213,0.1287,0.0726
sdiA,-1,565,AGG,remaining AGR,1.0753,1.0565,1.1054,1.0753,0.0389,0.0194,0.0665,0.0198
fliZ,-1,505,AGA,remaining AGR,1.0,1.0,1.0329,1.0,1.0,1.0,1.0,1.0
fliD,1,340,AGA,remaining AGR,1.013,1.2461,1.1822,1.1488,1.046,0.3374,0.9937,0.1794
